frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
412,8.0,[885.9895480289624 1417.212544810141 1515.2497413586802 1944.5386316906565],[1092.86181640625 1722.72509765625 1297.0811767578125 1828.182861328125],0.5179694890975952,KH05ZZK,0.23517860380835628
413,1.0,[2104.900593735351 1584.1504752271574 2851.6387209761665 2154.2530386482767],[2368.28564453125 1951.467041015625 2636.998779296875 2063.5107421875],0.5581146478652954,AP05JEQ,0.29610222222334237
413,8.0,[880.1835289321128 1420.8001193949622 1513.9825781115514 1947.7872093641076],[1092.1051025390625 1734.9661865234375 1290.5408935546875 1835.99609375],0.5242789387702942,KH05ZZK,0.7512995582698622
414,8.0,[877.6231124347 1423.5611566179227 1512.9402664502445 1951.780432214393],[1085.2845458984375 1737.7965087890625 1295.3638916015625 1841.8341064453125],0.5729775428771973,KH05ZZK,0.45355235236348684
414,1.0,[2105.1832890245682 1587.5650129261726 2854.0102412909023 2153.8687661488757],[2363.2060546875 1958.8070068359375 2642.282958984375 2078.67724609375],0.38492467999458313,AP05JEQ,0.2227563813511832
415,8.0,[876.7885503472219 1424.3230912184306 1512.9315267688637 1953.3820113654613],[1085.3546142578125 1737.8924560546875 1295.3177490234375 1841.7938232421875],0.572950005531311,KH05ZZK,0.45355235236348684
415,1.0,[2104.887433032954 1589.42189981294 2855.022477090481 2153.0258449192497],[2363.408935546875 1958.9615478515625 2642.137939453125 2078.598876953125],0.3816697597503662,AP05JEQ,0.2227563813511832
416,1.0,[2101.269655103396 1593.1823815396924 2855.187399481706 2153.182933274795],[2361.428466796875 1968.814453125 2636.903564453125 2080.00341796875],0.5495980381965637,AP05JEQ,0.1434711338695207
417,1.0,[2104.0479184397973 1596.0836729896673 2856.3763440753273 2151.9839208426188],[2364.215087890625 1964.2152099609375 2638.30224609375 2086.740478515625],0.6491654515266418,AP05JEQ,0.1765779172058749
417,8.0,[870.0881325449192 1427.494713833674 1510.3567874999885 1962.0152163920177],[1085.5404052734375 1744.9691162109375 1281.305419921875 1844.6414794921875],0.5528433322906494,KH05ZZK,0.8628235022550692
418,8.0,[875.7098867443424 1430.5819003614724 1512.699911689972 1966.9420930198298],[1075.0738525390625 1746.47314453125 1283.780029296875 1845.8243408203125],0.5567120313644409,KH05ZZK,0.6532503304511373
419,1.0,[2110.253472089497 1601.204072549021 2861.398575162096 2149.0956835183074],[2358.288818359375 1977.6837158203125 2661.646728515625 2098.97119140625],0.5930243134498596,AP05JEQ,0.38509706900872626
420,1.0,[2108.1309030003245 1605.1153515723245 2860.815403447618 2148.5978927984215],[2360.786376953125 1985.5986328125 2653.223388671875 2110.342529296875],0.6414192914962769,AP05JEO,0.28976315000213343
421,1.0,[2107.047550664798 1607.270871350761 2860.749638415299 2147.5419102871538],[2360.599609375 1985.34716796875 2653.375732421875 2110.542236328125],0.6416630148887634,AP05JEO,0.28976315000213343
422,1.0,[2109.101534098294 1611.1761719251192 2863.722958197378 2145.590401807659],[2352.848388671875 1995.6109619140625 2596.381591796875 2098.3056640625],0.2500661015510559,AP05JEO,0.5081979306286334
423,1.0,[2112.344077677352 1615.4551918988677 2866.357662441296 2145.0711311143637],[2366.455078125 1999.9622802734375 2649.041015625 2110.724609375],0.4837527871131897,AP05JEO,0.24747019682216043
424,1.0,[2110.102920510486 1617.650990427016 2862.5596466916886 2148.1094323741368],[2368.228515625 1997.3287353515625 2662.394775390625 2113.857666015625],0.5418336987495422,AP05JEO,0.29432641502681584
425,1.0,[2114.2236879121447 1621.810666376702 2867.78551191739 2149.7128978227015],[2365.867431640625 1994.9005126953125 2666.916259765625 2122.413330078125],0.6055397987365723,AP05JEO,0.21271771773376832
426,1.0,[2116.027272228479 1626.243106914092 2870.1712401425575 2151.44196698509],[2366.718994140625 2005.966552734375 2666.77099609375 2131.661865234375],0.6169699430465698,AP05JEO,0.44325704395037985
427,1.0,[2116.7294745985787 1628.3424516331888 2871.6037983119754 2151.5993662599963],[2367.159423828125 2006.1507568359375 2666.603515625 2131.68701171875],0.615731418132782,AP05JEO,0.3180388847998845
428,1.0,[2115.429357771139 1632.1779642973554 2867.9730920258958 2152.9896819099235],[2368.345947265625 2012.1339111328125 2666.60302734375 2139.510009765625],0.6396265029907227,AP05JEO,0.527737431693398
429,1.0,[2114.780009349114 1636.3521006951516 2864.6893238847015 2154.886678981488],[2383.057861328125 2025.593994140625 2665.709716796875 2145.879638671875],0.6777023673057556,AP05JEO,0.3300788666714782
429,8.0,[854.2754778119166 1462.2220757859182 1499.8123424296368 2012.3272848677962],[1065.139404296875 1788.720458984375 1273.5028076171875 1890.960693359375],0.611891508102417,KH05ZZK,0.40900715655095177
430,8.0,[854.4586237341687 1466.7661618625325 1500.4422346563715 2017.9140838885623],[1063.51953125 1793.922119140625 1267.4649658203125 1892.995361328125],0.626661479473114,KN05ZZK,0.13641383622932207
430,1.0,[2112.9167413295895 1639.184988654056 2863.505594589304 2155.1189788747433],[2376.145751953125 2028.7236328125 2670.6796875 2144.09765625],0.5694449543952942,AP05JEO,0.30573928645803716
431,1.0,[2117.292319173258 1643.3359285850638 2868.1709876515024 2155.5613219287893],[2383.915283203125 2042.2115478515625 2675.6865234375 2152.230712890625],0.6506007313728333,AP05JEO,0.3136315885979305
434,8.0,[844.1626819487803 1476.9362386365115 1492.817488463649 2033.7299463414897],[1053.64892578125 1798.7406005859375 1259.410400390625 1903.69189453125],0.6075707674026489,KH05ZZK,0.21889517122075583
435,8.0,[837.8853031740136 1482.629434220199 1489.8287361521193 2040.6433840163536],[1054.562744140625 1806.1995849609375 1264.00341796875 1908.4310302734375],0.5920000672340393,KH05ZZK,0.32772665263826056
436,8.0,[834.2451952831489 1488.55348770338 1488.3789012984894 2046.3115595131733],[1055.5872802734375 1816.283935546875 1252.024658203125 1913.1591796875],0.5885535478591919,KH05ZZK,0.18682503239337636
437,8.0,[831.239491245417 1493.2842134955454 1487.2921440093837 2049.9921843434227],[1049.5006103515625 1818.453857421875 1256.148193359375 1914.320556640625],0.477314293384552,KN05ZZK,0.29482441261252834
440,8.0,[826.781766032744 1503.4117770662565 1488.7616441606542 2059.1191556947624],[1039.1414794921875 1829.4547119140625 1250.71728515625 1933.4029541015625],0.5780283212661743,KR05ZZK,0.24219468236266373
442,8.0,[826.5085470772249 1510.2740613656354 1487.912835719648 2066.0561646195492],[1032.961669921875 1833.2791748046875 1247.1910400390625 1947.4498291015625],0.6170737743377686,KN05ZZK,0.14577102773891523
446,8.0,[818.8662642995912 1522.1969237202588 1477.0213831225726 2080.6422216298547],[1026.0069580078125 1850.2772216796875 1236.9034423828125 1957.277099609375],0.6062524914741516,KH05ZZK,0.3392080341453864
462,8.0,[770.8841921674881 1569.7307084694185 1454.753863898598 2145.496136109076],[992.7174682617188 1917.6475830078125 1216.6876220703125 2022.29052734375],0.4779139757156372,KH05ZZG,0.11538545034640216
464,8.0,[773.0412768599182 1575.0191453556963 1451.155753846116 2147.8936773395885],[988.8455200195312 1919.859130859375 1216.5396728515625 2034.793701171875],0.6355298161506653,RH05ZZR,0.07979769449372331
465,8.0,[772.1211018287763 1580.5917347364552 1450.8810752016066 2151.050356111783],[985.66259765625 1921.0162353515625 1213.535888671875 2040.4515380859375],0.6203896403312683,RH05ZZK,0.056430268844045485
468,8.0,[761.3806056504188 1590.5023401350434 1447.0294182677878 2149.70428020105],[981.7415771484375 1939.020263671875 1214.5140380859375 2054.669677734375],0.6620262265205383,RH05ZZK,0.3170607679965436
471,8.0,[749.6280756724094 1599.919819216357 1442.4784572006024 2149.637685335946],[979.2421875 1954.6436767578125 1201.8922119140625 2056.8916015625],0.5724617838859558,RH05ZZK,0.19476546088108604
474,8.0,[749.6554646842437 1613.3786274289619 1440.9137190296524 2152.2190258632454],[972.3693237304688 1966.314697265625 1197.68603515625 2073.769775390625],0.6583184003829956,RH05ZZK,0.4068514585947192
475,8.0,[750.9055588216878 1615.4761410870528 1440.2885468462646 2151.936226378504],[972.3552856445312 1966.30224609375 1197.67626953125 2073.80419921875],0.6573484539985657,RH05ZZK,0.4068514585947192
476,8.0,[745.533821039734 1617.171190424447 1436.4415250745042 2150.8073280891344],[966.367919921875 1971.109619140625 1195.119140625 2082.158935546875],0.6716463565826416,KH05ZZK,0.46542213127348087
477,8.0,[740.6060779319764 1618.6375602573607 1435.1867956434503 2150.004387911374],[967.9072875976562 1978.4080810546875 1193.6724853515625 2083.16845703125],0.6534719467163086,RN05ZZK,0.1588982639968376
478,8.0,[738.7023746481113 1621.1142909023008 1439.64837076684 2149.674707279285],[966.136962890625 1985.1492919921875 1188.8792724609375 2088.77587890625],0.6465195417404175,KH05ZZK,0.3368098340160799
503,83.0,[2261.723237926699 1471.2400592399226 2910.997090865315 1992.7401084834391],[2504.008056640625 1803.9613037109375 2692.2060546875 1900.3341064453125],0.5723127722740173,CI02IKD,0.09582871373240369
514,502.0,[2325.680953057832 1144.3715843481104 2877.880091770343 1625.3954681152745],[2550.737060546875 1409.49462890625 2666.4384765625 1492.2342529296875],0.2609538435935974,EY61MBC,0.3439640461713448
521,83.0,[2276.3668927756794 1527.244267909562 2939.0554217832164 2066.637901379218],[2514.619873046875 1882.58642578125 2712.9033203125 1972.3505859375],0.4143628180027008,CI01AUU,0.051384822130395774
527,502.0,[2334.513473997003 1165.5955954785088 2898.06328223199 1646.7143416828228],[2563.128173828125 1444.8953857421875 2684.014404296875 1536.17724609375],0.3336831331253052,EY61NBG,0.7000470014781854
532,502.0,[2331.3684237474126 1178.0480443273686 2903.7958104155405 1667.465852469324],[2560.319091796875 1466.341552734375 2698.71240234375 1546.540283203125],0.45927518606185913,EY61NBG,0.6168735823009324
533,502.0,[2332.24815466189 1180.5398283680966 2907.4864841307344 1672.0367967957968],[2560.428955078125 1458.9910888671875 2694.8212890625 1545.353515625],0.3686636686325073,EY61NBG,0.1707120590262924
534,502.0,[2331.6146517717234 1183.2711627855226 2907.3847706873657 1679.376870119778],[2558.35693359375 1455.2550048828125 2697.19189453125 1549.7740478515625],0.4270287752151489,EY61MBG,0.28577181066606966
535,502.0,[2331.2941494701286 1183.484683492732 2907.416588386343 1683.0926826802506],[2558.41845703125 1455.147216796875 2697.208251953125 1549.77685546875],0.4274232089519501,EY61MBG,0.24470843140618917
536,502.0,[2331.9199361951873 1184.1710558314833 2909.216309312315 1685.0842143620569],[2560.24365234375 1455.498779296875 2692.40087890625 1547.85791015625],0.31089645624160767,EY61MBG,0.18833971321867188
538,502.0,[2333.516080013974 1188.606624413734 2913.889673463803 1694.7309874530617],[2559.422119140625 1452.8865966796875 2701.345703125 1553.5396728515625],0.4116169512271881,EY61MBG,0.2152409170437976
539,502.0,[2334.291247737601 1191.856549047864 2915.4138486915617 1701.4406993390076],[2558.379150390625 1461.40478515625 2703.64111328125 1557.5443115234375],0.3854929804801941,EY61NBG,0.36057283687001307
540,502.0,[2333.7265609174588 1192.211926103287 2913.105827595456 1702.5167144949662],[2555.502685546875 1454.8406982421875 2698.237060546875 1562.4700927734375],0.4018685817718506,EY61NBG,0.6362352987880017
541,502.0,[2333.756841831172 1192.1029907181148 2911.862737219196 1702.9231824223182],[2555.477783203125 1454.7322998046875 2698.15283203125 1562.4744873046875],0.4028005301952362,EY61NBG,0.6362352987880017
542,502.0,[2335.1169367219236 1192.4196387652619 2911.327863860859 1704.787506712115],[2562.23876953125 1466.8740234375 2683.72412109375 1566.298828125],0.2547340989112854,EY61NBE,0.26275158335033344
543,15.0,[924.419397121185 1481.4252388261114 1553.3662710908986 2057.8794536560986],[1139.71875 1856.63720703125 1325.6678466796875 1954.1416015625],0.43402501940727234,FJ14ZHY,0.47912415203507674
543,502.0,[2334.597958068136 1195.3937553496703 2910.8433086847 1710.5971229548845],[2561.68212890625 1495.235595703125 2696.930419921875 1576.096435546875],0.3713063597679138,EY61NBG,0.4967554305883385
544,15.0,[924.4633588100826 1485.06062992946 1553.2883644995452 2063.061882571839],[1128.28271484375 1855.360107421875 1321.7010498046875 1953.62548828125],0.515887975692749,FJ14ZHY,0.39645365777412717
545,15.0,[919.1226062496626 1487.7177275491251 1550.580476308739 2067.754049739171],[1146.29345703125 1866.526611328125 1328.8331298828125 1958.411865234375],0.5112596154212952,FJ14ZHY,0.355794013788741
549,15.0,[901.9060860448865 1499.7279904173827 1541.2548113798714 2081.207535376705],[1143.5947265625 1877.9864501953125 1317.185302734375 1964.8670654296875],0.4455296993255615,FJ14ZHY,0.449186453028532
549,502.0,[2338.0868797142352 1203.20979483602 2926.6487549758426 1724.3973953450698],[2570.96875 1501.31396484375 2715.597900390625 1590.75],0.36881503462791443,EY61MBG,0.4988214670955391
550,15.0,[897.7543920909271 1504.6578145581384 1542.9660674089082 2085.418032516614],[1122.34130859375 1876.52490234375 1307.8309326171875 1970.606689453125],0.5266753435134888,FJ14ZHY,0.2997589893690722
550,502.0,[2339.9216432705553 1207.387497833598 2932.3613600463286 1730.238272043603],[2575.762451171875 1499.978759765625 2714.594482421875 1590.627685546875],0.277470201253891,EY61MBG,0.22685900671151232
551,15.0,[897.8069416884381 1512.6942732335592 1545.588929842485 2090.994465797956],[1126.768310546875 1888.34375 1318.7547607421875 1980.10888671875],0.5234547853469849,FJ14ZHY,0.2696114753472168
551,502.0,[2336.755890868899 1209.284621799044 2928.869393414464 1732.8028915383197],[2560.572509765625 1500.4998779296875 2714.961669921875 1594.7208251953125],0.46925264596939087,EY61NBG,0.5033878699744537
552,15.0,[897.7662325922565 1518.9689067814393 1545.3372037920103 2095.5108448307533],[1115.698974609375 1894.5096435546875 1312.1019287109375 1989.34765625],0.5372399091720581,FJ14ZHY,0.5139285597910248
552,502.0,[2335.7417113324045 1211.7637925344557 2925.038085520865 1734.95095319354],[2565.578857421875 1495.483154296875 2706.9501953125 1593.5419921875],0.3705895245075226,EY61MBG,0.2825678186695087
553,15.0,[897.9401903058799 1521.4918090321094 1545.284185829191 2096.696071366829],[1115.7286376953125 1894.540283203125 1312.1881103515625 1989.3087158203125],0.5364367961883545,FJ14ZHY,0.5139285597910248
553,502.0,[2335.8186992188394 1212.7218366887796 2923.109468194427 1735.5844890350486],[2565.767578125 1495.41943359375 2706.941650390625 1593.462158203125],0.3703290522098541,EY61MBG,0.2825678186695087
554,15.0,[897.550613982456 1523.690741118193 1544.5683797163997 2099.200160316935],[1106.8721923828125 1890.52001953125 1309.74853515625 1987.84716796875],0.6237996816635132,FJ14ZHY,0.43827221525370874
554,502.0,[2338.298920783532 1213.5303946055637 2924.896637787441 1735.973321369449],[2566.224853515625 1498.8446044921875 2705.385009765625 1593.2149658203125],0.4281713366508484,EY61MBG,0.2606956292535393
555,15.0,[900.2813778382472 1525.394593292282 1545.7249503498567 2100.391982576199],[1112.3251953125 1895.34814453125 1314.9482421875 1990.2469482421875],0.5929614901542664,FJ14ZHY,0.4551300821507986
555,502.0,[2339.1970498037717 1216.7726328802444 2923.575806909589 1738.5510346576932],[2571.819580078125 1491.4189453125 2710.828125 1591.625244140625],0.32901880145072937,EY51NBG,0.17095087581205295
557,15.0,[893.3427020318818 1532.998324027964 1539.8447331911334 2107.4882620670173],[1105.9898681640625 1905.6544189453125 1309.2337646484375 2006.4971923828125],0.6059826016426086,FJ14ZHY,0.36861392281858146
559,502.0,[2344.5127196243247 1222.8443864451542 2940.8956458753864 1741.93735578946],[2578.03125 1503.617919921875 2719.885009765625 1603.5001220703125],0.4607292115688324,EY61NBG,0.4384377727517646
560,15.0,[878.0234593881219 1542.2209145493111 1533.217644690645 2121.966181466105],[1101.49951171875 1906.73583984375 1303.489501953125 2009.4755859375],0.6223363280296326,FJ14ZHY,0.45566436164522295
560,502.0,[2343.9417152937945 1227.9644803270664 2942.7590044375615 1746.7192494319177],[2569.534912109375 1478.867919921875 2715.010009765625 1603.4971923828125],0.43466299772262573,EY61MBG,0.4147247482818018
561,15.0,[870.7756853449715 1544.4630996706126 1529.529727504631 2127.084827194868],[1107.730712890625 1917.96240234375 1300.752685546875 2013.7906494140625],0.6026806235313416,FJ14ZHY,0.4391908345117064
561,502.0,[2344.1241231958606 1230.2875125676262 2946.8018411320195 1749.8225999201334],[2570.3125 1501.8826904296875 2721.9765625 1609.2506103515625],0.38973936438560486,EY61NBG,0.1880678345296725
562,15.0,[868.2878346595585 1546.3537947673694 1529.6152996829164 2130.9677549264416],[1098.64208984375 1922.3662109375 1295.7869873046875 2020.281494140625],0.5681440830230713,FJ14ZHY,0.33252703375257575
562,502.0,[2343.794087107503 1233.199174770105 2949.1174364739823 1754.009023878688],[2569.870849609375 1499.7225341796875 2712.94140625 1605.9075927734375],0.2559773623943329,EY61NBG,0.31172436042538454
563,15.0,[862.3056853143967 1548.7061132062113 1527.6950019786755 2137.0775247591014],[1090.4364013671875 1925.9366455078125 1299.52783203125 2031.4061279296875],0.626840353012085,FJ14ZHY,0.4855458322923498
563,502.0,[2341.8328500936436 1234.984415758343 2948.019509694212 1756.7467853793728],[2573.568603515625 1525.780517578125 2715.697998046875 1616.244873046875],0.3366502821445465,EY61NBG,0.8194408318756915
564,15.0,[858.6008952440391 1551.667750869857 1528.2298052558842 2142.4330379889016],[1088.0826416015625 1932.990966796875 1299.7327880859375 2033.51513671875],0.6114959716796875,FJ14ZHY,0.44716881155056376
564,502.0,[2341.1724128659916 1236.193903769305 2948.44661954838 1759.931287907034],[2579.572265625 1522.396728515625 2719.81201171875 1616.836669921875],0.39563989639282227,EY61NBG,0.5350175227102829
565,502.0,[2340.8324622115506 1236.2345812541623 2949.0923850394183 1761.4284444524626],[2579.58837890625 1522.3758544921875 2719.75927734375 1616.7923583984375],0.3949550986289978,EY61NBG,0.5350175227102829
566,502.0,[2341.3904605275284 1238.0830045759385 2950.5330861665134 1764.9726448535112],[2585.142333984375 1539.3643798828125 2716.13232421875 1626.1688232421875],0.3137562870979309,EY61NBG,0.6943012887855595
567,15.0,[856.7902556881284 1559.2689493687403 1531.5610608773643 2150.850624334824],[1083.990966796875 1941.626220703125 1294.950439453125 2043.114990234375],0.6325792670249939,FJ14ZHY,0.3471865675115005
567,502.0,[2342.2365136306485 1238.9811450551638 2952.2784662079134 1766.222058407107],[2584.833251953125 1548.406982421875 2717.739990234375 1633.908447265625],0.34004122018814087,EY61NBG,0.49178336215637886
568,15.0,[855.256811669223 1562.4161939840596 1530.7845581719323 2153.300871875447],[1084.179931640625 1947.9063720703125 1295.1500244140625 2050.73681640625],0.6305098533630371,FJ14ZHY,0.6681155395049174
568,502.0,[2343.5030384376164 1241.4425858478262 2955.915862606968 1769.4416897038213],[2574.4306640625 1547.703857421875 2717.70849609375 1639.849853515625],0.4272106885910034,EY61NBG,0.3529818132161632
569,15.0,[852.0647718746079 1565.2843993634644 1528.2084020527734 2154.564500616961],[1080.7523193359375 1948.9482421875 1296.2440185546875 2052.993896484375],0.6725724339485168,FJ14ZHY,0.3274762019123364
569,502.0,[2344.2614251078567 1242.8864559986935 2959.030156278419 1772.2540051602543],[2584.714599609375 1536.5013427734375 2729.4697265625 1640.6092529296875],0.2910119593143463,EY61MBG,0.2560515043907068
572,15.0,[845.8612862519215 1571.344208410509 1525.5479414057797 2151.7778666128625],[1081.4459228515625 1954.852294921875 1290.8946533203125 2060.69091796875],0.6578760743141174,FJ16ZHY,0.4862500749906225
572,502.0,[2344.5455897771562 1247.0485491159525 2964.036808026636 1781.9164927426536],[2573.530517578125 1545.1319580078125 2724.392578125 1645.480712890625],0.4194163978099823,EY61MBG,0.6331504010410626
573,15.0,[847.9801486006056 1575.849494663638 1526.393188601047 2151.523167609261],[1082.697998046875 1966.959716796875 1285.085205078125 2060.325927734375],0.6319971680641174,FJ14ZHY,0.6843288470490279
574,502.0,[2343.3453627054546 1250.023784191582 2963.219102133378 1789.014908454444],[2587.6845703125 1532.6298828125 2730.74560546875 1644.467041015625],0.3105210065841675,EY61MBG,0.7038761817541503
575,15.0,[850.0029201261743 1581.719561785397 1526.2283982406868 2150.173211990188],[1074.244384765625 1974.3427734375 1284.033447265625 2075.619140625],0.6641085147857666,FJ14ZHY,0.39841928358045553
576,502.0,[2344.372529188544 1253.8562930652865 2962.4555594300055 1794.3110036411963],[2576.84619140625 1552.1707763671875 2736.52490234375 1658.3056640625],0.36679208278656006,EY61MBG,0.9068657657398883
577,502.0,[2345.1697359488094 1254.5918624788228 2962.517166488799 1795.5506400636414],[2576.73583984375 1552.25537109375 2736.694580078125 1658.467529296875],0.36561527848243713,EY61MBG,0.9068657657398883
579,15.0,[845.6447984465256 1594.7967313823183 1525.8423149790358 2149.8298650059724],[1073.4786376953125 1997.770751953125 1279.486083984375 2091.322998046875],0.6375607252120972,FJ14ZHY,0.5453742915852902
580,502.0,[2346.4414931962024 1264.8702717289173 2962.6607759783988 1807.6770589588075],[2574.638916015625 1562.8968505859375 2740.10888671875 1665.172607421875],0.3553169369697571,EY61NBG,0.5277124339250917
581,15.0,[844.332902012751 1604.5208441117802 1518.4599419392346 2146.7497509344744],[1071.466552734375 2005.9150390625 1276.860595703125 2100.096435546875],0.6317458152770996,FJ14ZHY,0.3507511137577998
581,502.0,[2346.021287994873 1269.5777471526535 2962.7441677467077 1813.328009182062],[2582.402587890625 1565.28076171875 2720.243408203125 1661.964111328125],0.2869931161403656,EY61NBC,0.4103114750677114
585,502.0,[2347.707200929045 1276.7707698835247 2969.39616121752 1818.2021684148808],[2597.53662109375 1594.7427978515625 2751.867919921875 1684.3853759765625],0.2578379213809967,EY61MBG,0.26301867027092585
586,15.0,[823.3853316600289 1620.84052283887 1513.236238688526 2147.026472316004],[1058.1395263671875 2018.7777099609375 1273.1910400390625 2126.962158203125],0.6550793647766113,FJ14ZHY,0.40139388797588205
586,502.0,[2347.3143510233726 1277.3487962398194 2968.989633659185 1821.1017570179429],[2591.325439453125 1601.415283203125 2755.513671875 1690.154052734375],0.46947070956230164,EY61NBG,0.9313134552177855
587,502.0,[2350.4806950253246 1278.3980842215028 2972.9647518823317 1824.9011352792277],[2593.427490234375 1583.3873291015625 2753.854248046875 1689.9759521484375],0.4815653860569,EY61NBG,0.22972587529930222
588,15.0,[814.2593973090495 1631.2080878278628 1511.89225325536 2154.893785307744],[1050.14306640625 2025.059326171875 1270.5032958984375 2135.455078125],0.6553506851196289,FJ14ZHY,0.3268730759064352
588,502.0,[2350.785263722095 1280.932584471344 2975.838447325702 1830.4284569675478],[2584.743896484375 1601.520263671875 2760.29296875 1693.099365234375],0.5396324396133423,EY61NBG,0.22036256498478038
589,15.0,[812.4218838298258 1633.621843275056 1512.0883484650067 2156.1018307873346],[1050.076171875 2025.0062255859375 1270.5428466796875 2135.509521484375],0.6553217172622681,FJ14ZHY,0.3268730759064352
589,502.0,[2350.7994791260653 1281.0977299231236 2978.265009501699 1832.8563174204105],[2584.952392578125 1601.489501953125 2760.288330078125 1693.037841796875],0.5393301248550415,EY61NBG,0.22036256498478038
590,15.0,[812.6554552485254 1636.9516680993675 1511.426065890626 2158.1457388191398],[1044.8680419921875 2038.036376953125 1269.5736083984375 2148.466552734375],0.6492171287536621,FJ14ZHY,0.47894084006768123
590,502.0,[2350.7137597985957 1282.4956673273439 2979.8527248698465 1834.5846262315806],[2591.046630859375 1599.1204833984375 2756.921875 1692.80126953125],0.5025435090065002,EY61NBG,0.4494308987515253
591,15.0,[808.8917553318222 1639.1591962129016 1509.239295445099 2159.296137183453],[1047.1209716796875 2043.8980712890625 1263.0517578125 2153.52587890625],0.6780667901039124,FJ14ZHY,0.7077525924303462
591,502.0,[2352.529424328435 1285.7211054102563 2983.7803843698584 1838.1136240897613],[2597.309814453125 1598.457275390625 2752.81103515625 1694.0936279296875],0.5457929372787476,EY61MBG,0.1511375951885923
592,15.0,[807.5712764599415 1642.7729494795767 1508.6560665894704 2159.6788195500785],[1043.1785888671875 2051.43603515625 1261.3509521484375 2158.058349609375],0.6587116122245789,FJ14ZHY,0.2924038538063839
592,502.0,[2352.3095249789926 1286.847821738511 2983.425310481212 1840.756936337691],[2598.8125 1600.3575439453125 2758.381591796875 1697.3565673828125],0.5306955575942993,EY61NBG,0.4838921939671473
593,15.0,[802.7088896111998 1649.1018408980074 1507.2776262316204 2161.1814647059045],[1040.7158203125 2053.544189453125 1253.5576171875 2159.31591796875],0.6536285877227783,FJ14ZHY,0.4340193533526946
593,502.0,[2352.5073948054373 1289.7455364209343 2983.250859114189 1845.0798382306696],[2592.6953125 1590.6708984375 2757.113037109375 1701.2742919921875],0.521894097328186,EY61NBG,0.6758695231737071
594,15.0,[798.7800179923663 1653.4187786020414 1505.9243264561567 2160.973128343299],[1045.009033203125 2061.02783203125 1253.5562744140625 2160.0],0.6390852928161621,FJ14ZHY,0.510967458028727
594,502.0,[2352.51558594935 1295.9441445189216 2981.0985944112604 1848.8340174548155],[2594.8212890625 1601.606689453125 2757.251220703125 1700.8447265625],0.4978164732456207,EY61NBG,0.3494093402118642
595,15.0,[796.9089548227028 1655.7348336581053 1505.8631204466321 2160.0464043621805],[1045.0166015625 2060.994140625 1253.5828857421875 2160.0],0.6384168863296509,FJ14ZHY,0.613963958490183
595,502.0,[2352.916034120915 1298.678913656718 2979.88676927624 1849.7915041296467],[2594.82568359375 1601.6158447265625 2757.31787109375 1700.9249267578125],0.4978245198726654,EY61NBG,0.5159426524503247
596,502.0,[2352.832101054891 1300.8990854905153 2978.008315759222 1851.37962181942],[2599.81884765625 1589.9384765625 2764.466552734375 1708.352783203125],0.5171114206314087,EY61NBG,0.5889794344765118
597,502.0,[2354.2281269634436 1305.325782628553 2976.683722477191 1853.7784817779898],[2593.393798828125 1600.20263671875 2763.51953125 1717.55712890625],0.456826776266098,EY61NBG,0.1219065320247041
598,502.0,[2358.7945289712693 1309.0790677493078 2981.978756631656 1856.8910592096995],[2601.132080078125 1616.1053466796875 2756.54443359375 1715.4700927734375],0.4708578884601593,EY61NBG,0.49591395551502376
600,502.0,[2360.683691580992 1315.1677159937199 2985.6168307692965 1866.248048866009],[2610.76318359375 1634.398681640625 2766.837646484375 1731.353759765625],0.3649882972240448,EY61NBG,0.5727169502619047
601,502.0,[2360.992994075707 1316.003516248921 2986.6164295335734 1868.4870986014796],[2610.12939453125 1634.185546875 2766.90087890625 1731.487060546875],0.36650463938713074,EY61NBG,0.5553853503357079
602,502.0,[2361.8613434874514 1319.5087201022952 2988.255491881968 1874.6197578926017],[2602.30517578125 1642.0279541015625 2765.8916015625 1738.1312255859375],0.47965314984321594,EY61NBG,0.5253051487678628
603,502.0,[2361.9206227352543 1322.735284234289 2988.8117331125986 1880.3726733436413],[2597.12646484375 1645.8402099609375 2766.44970703125 1742.0035400390625],0.5683358907699585,EY61NBG,0.3925873219284527
604,502.0,[2363.2080015528513 1325.5988212339205 2990.5788475089716 1885.2231656624442],[2595.897216796875 1652.781494140625 2769.916015625 1746.405517578125],0.5942447781562805,EY61NBG,0.764857975118597
605,502.0,[2363.988712776719 1325.8154489648362 2992.37070841237 1888.173901753791],[2601.640380859375 1645.5084228515625 2760.67529296875 1739.3287353515625],0.47195687890052795,EY61NBG,0.5401139814784954
606,502.0,[2365.6738045920583 1325.1428931926164 2995.7969030202994 1891.2218899366314],[2599.1982421875 1652.121826171875 2766.3544921875 1744.302978515625],0.4701458811759949,EY61NBG,0.26286362718845036
607,502.0,[2365.911249407385 1324.3564213427921 2997.270709919353 1893.1189920104894],[2599.179931640625 1652.1610107421875 2766.380859375 1744.2733154296875],0.46866318583488464,EY61NBG,0.26286362718845036
608,502.0,[2366.3297608261164 1324.4827645378687 2997.728329551286 1895.7206307766942],[2595.70361328125 1662.542724609375 2784.0078125 1753.53369140625],0.49138468503952026,EY61NBG,0.4205825303000269
